id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43571916,Near Takadanobaba Sta/long term OK#a18,343260975,Chiaki,,Shinjuku Ku,35.71557,139.69794,Entire home/apt,2486,2,2,2020-11-30,0.14,25,341,1,M130025881
43571957,Near Takadanobaba Sta/long term OK#a19,343260975,Chiaki,,Shinjuku Ku,35.71348,139.69704,Entire home/apt,2486,2,1,2021-01-31,0.12,25,341,1,M130025885
43572604,Cozy 100sqm 8min Shibuya sta w/ kid's playroom,53446028,Ko,,Shibuya Ku,35.65571,139.70707,Entire home/apt,29800,2,5,2020-11-27,0.82,1,323,4,M130018462
43578562,50%OFF BA 上野区域/JR山手线新宿池袋东京直达/最近车站步行3分钟/最多8人/精心装修,143096922,Ming,,Taito Ku,35.70445,139.77989,Entire home/apt,5557,2,10,2021-07-16,0.82,20,233,7,M130025271
43581511,Near Takadanobaba Sta/long term OK#a20,343260975,Chiaki,,Shinjuku Ku,35.71415,139.697,Entire home/apt,2486,2,1,2021-03-31,0.16,25,342,1,M130025886
43581539,Near Takadanobaba Sta/long term OK#a21,343260975,Chiaki,,Shinjuku Ku,35.71418,139.69736,Entire home/apt,2486,2,2,2021-03-22,0.29,25,342,2,M130025887
43581560,Near Takadanobaba Sta/long term OK#a22,343260975,Chiaki,,Shinjuku Ku,35.7153,139.69883,Entire home/apt,2486,2,0,,,25,343,0,M130025888
43581577,Near Takadanobaba Sta/long term OK#a23,343260975,Chiaki,,Shinjuku Ku,35.71387,139.69765,Entire home/apt,2486,2,1,2020-09-26,0.08,25,343,0,M130025889
43581644,Near Takadanobaba Sta/long term OK#a24,343260975,Chiaki,,Shinjuku Ku,35.71571,139.69872,Entire home/apt,2486,2,1,2020-11-28,0.10,25,344,1,M130025890
43581684,Near Takadanobaba Sta/long term OK#a25,343260975,Chiaki,,Shinjuku Ku,35.71344,139.69909,Entire home/apt,2486,2,4,2021-03-28,0.47,25,334,4,M130025891
43581820,Near Takadanobaba Sta/long term OK#d05,343260975,Chiaki,,Shinjuku Ku,35.71532,139.69911,Entire home/apt,2486,2,2,2020-11-29,0.27,25,346,2,M130024980
43605903,*M3 Tokyo Station 15 min / Morishita Station 1 mim,347833312,Leesok,,Koto Ku,35.68861,139.80005,Entire home/apt,12286,1,14,2021-07-22,0.89,4,289,4,Hotels and Inns Business Act | 江東区保健所 | 30江健生環き第108号
43605941,*M4 Tokyo Station 15 min / Morishita Station 1 mim,347833312,Leesok,,Koto Ku,35.68722,139.80002,Entire home/apt,12286,1,3,2020-06-21,0.19,4,308,1,Hotels and Inns Business Act | 江東区保健所 | 30江健生環き第108号
43605968,*M5 Tokyo Station 15 min / Morishita Station 1 mim,347833312,Leesok,,Koto Ku,35.68734,139.79923,Entire home/apt,12286,1,3,2020-06-27,0.21,4,325,1,Hotels and Inns Business Act | 江東区保健所 | 30江健生環き第108号
43610851,KEYHOTEL あきはばら 201,348028938,Key Hotel,,Taito Ku,35.70344,139.77435,Entire home/apt,3580,1,3,2021-07-24,0.93,11,252,3,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第187号
43614805,KEYHOTEL あきはばら 301,348028938,Key Hotel,,Taito Ku,35.70177,139.77613,Entire home/apt,6550,1,6,2021-08-24,0.79,11,19,6,Hotels and Inns Business Act | 東京都台東保健所 | 30台台健生環き第187号
43614835,KEYHOTEL あきはばら 401,348028938,Key Hotel,,Taito Ku,35.70194,139.7739,Entire home/apt,5071,1,0,,,11,222,0,Hotels and Inns Business Act | 東京都台東保健所 | 30台台健生環き第187号
43615070,KEYHOTEL あきはばら 501,348028938,Key Hotel,,Taito Ku,35.70321,139.77445,Entire home/apt,6214,1,10,2021-08-19,1.08,11,313,10,Hotels and Inns Business Act | 東京都台東保健所 | 30台台健生環き第187号
43615154,KEYHOTELあきはばら 202,348028938,Key Hotel,,Taito Ku,35.70152,139.77592,Entire home/apt,5971,1,0,,,11,20,0,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第187号
43615441,KEYHOTELあきはばら302,348028938,Key Hotel,,Taito Ku,35.70321,139.7761,Entire home/apt,4280,1,1,2020-07-31,0.07,11,269,0,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第187号
43615546,KEYHOTEL あきあばら402,348028938,Key Hotel,,Taito Ku,35.70299,139.77433,Entire home/apt,3569,1,1,2020-10-07,0.08,11,157,1,Hotels and Inns Business Act | 東京都台東保健所 | 30台台健生環き第187号
43616683,4min to Ueno# 5F Modern Villa,287778251,Hasegawa,,Taito Ku,35.71813,139.78316,Entire home/apt,5643,1,16,2021-04-01,1.75,10,242,16,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第174号
43616748,R101 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64687,139.71926,Entire home/apt,10000,2,5,2020-09-30,0.32,22,180,1,M130016423
43616876,KEYHOTEL あきはばら 502,348028938,Key Hotel,,Taito Ku,35.70175,139.7742,Entire home/apt,4369,1,5,2020-11-19,0.33,11,251,1,Hotels and Inns Business Act | 東京都台東保健所 | 30台台健生環き第187号
43617029,Ueno#5min Sta#3ldk#Free Wifi #A,287778251,Hasegawa,,Taito Ku,35.70625,139.77834,Entire home/apt,5643,1,10,2021-09-08,0.66,10,212,8,M130002607
43621739,Shinjuku! Brand newbright3DK,348068631,並木,,Shinjuku Ku,35.70043,139.71107,Entire home/apt,18000,3,1,2020-07-18,0.07,2,365,0,M130003220
43628861,2min Roppongi Sta★Soon to Midtown/Free Wifi,347825738,拓朗,,Minato Ku,35.66398,139.73322,Entire home/apt,9458,2,8,2021-09-05,0.67,1,351,8,M130025175
43629201,新宿駅まで電車で5分! 笹塚駅徒歩5分の3階1LDKのお部屋!,347749590,Ken,,Shibuya Ku,35.67709,139.67085,Entire home/apt,5234,2,0,,,6,0,0,M130002015
43629202,新宿駅まで電車で5分! 笹塚駅徒歩5分の2階1LDKのお部屋!,347749590,Ken,,Shibuya Ku,35.67722,139.66927,Entire home/apt,5122,2,1,2021-01-01,0.11,6,0,1,M130002007
43629207,新宿駅徒歩圏内！4階ダブルベッドのお部屋！,347749590,Ken,,Shinjuku Ku,35.69325,139.70951,Entire home/apt,3229,2,2,2021-01-24,0.14,6,0,1,M130004122
43629208,新宿駅徒歩圏内！4階のお部屋！,347749590,Ken,,Shinjuku Ku,35.69303,139.71095,Entire home/apt,3897,2,2,2020-11-07,0.18,6,0,2,M130004120
43629210,新宿駅徒歩圏内！2階１LDKのお部屋！,347749590,Ken,,Shinjuku Ku,35.6952,139.70905,Entire home/apt,4343,2,5,2021-01-20,0.50,6,0,5,M130004117
43630115,SHIBAMATA・HOKUSAI・1 min. from Station /Free WiFi,247326938,Pqd Inc Ⅱ,,Katsushika Ku,35.75532,139.87509,Private room,2429,1,2,2021-06-18,0.16,26,87,2,Hotels and Inns Business Act | 葛飾保健所長 | 31葛保生還第97号
43643097,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom 1,325747621,Sakura,,Toshima Ku,35.73817,139.71474,Private room,3882,1,1,2021-08-14,0.63,18,90,1,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛き第274号
43644392,SHIBAMATA・HOKUSAI・1 min. from Station,247326938,Pqd Inc Ⅱ,,Katsushika Ku,35.75663,139.87712,Private room,2429,1,0,,,26,85,0,Hotels and Inns Business Act | 葛飾区保健所長 | 31葛保生還第97号
43645004,★割引有月额11万★Asakusa Sika Hotel  浅草・鹿ホテル Suite B 405,49124251,Yurie友里恵,,Taito Ku,35.71715,139.79351,Private room,8999,1,0,,,39,90,0,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第328号
43645198,★割引有月额8万★Asakusa Sika Hotel 浅草鹿ホテル  201,49124251,Yurie友里恵,,Taito Ku,35.71816,139.79305,Private room,7999,1,2,2020-11-10,0.15,39,90,1,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第328号
43645704,Near Takadanobaba Sta/long term OK#b03,343260722,Ryo,,Shinjuku Ku,35.71428,139.69732,Entire home/apt,2486,2,3,2021-03-16,0.38,26,346,3,M130025895
43645763,Near Takadanobaba Sta/long term OK#b07,343260722,Ryo,,Shinjuku Ku,35.7156,139.69701,Entire home/apt,2486,2,2,2020-10-15,0.17,26,346,2,M130025897
43645805,Near Takadanobaba Sta/long term OK#b08,343260722,Ryo,,Shinjuku Ku,35.71374,139.69755,Entire home/apt,2486,2,0,,,26,347,0,M130025898
43645876,Near Takadanobaba Sta/long term OK#b09,343260722,Ryo,,Shinjuku Ku,35.71548,139.69725,Entire home/apt,2486,2,2,2021-03-13,0.19,26,273,2,M130025899
43645917,Near Takadanobaba Sta/long term OK#b10,343260722,Ryo,,Shinjuku Ku,35.71543,139.69787,Entire home/apt,2486,2,5,2021-02-22,0.66,26,278,5,M130025900
43646356,OHAYO hotel 匯家・北池袋 Tatami style private bathroom2,325747621,Sakura,,Toshima Ku,35.73869,139.71508,Private room,3765,1,2,2021-09-03,0.87,18,90,2,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛き第274号
43649146,割引有　gotoキャンペーン対象 designer's room 西日暮里 日暮里,62629889,Katsuaki,,Arakawa Ku,35.73558,139.77315,Entire home/apt,9643,1,114,2021-04-17,7.22,2,139,93,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環(三)第26号
43655386,NEWOPEN!コロナ対策◎テレワーク◎池袋至近､新大塚駅1分/JR山手線大塚9分/デザイナー202,269488638,Takeya,,Toshima Ku,35.72538,139.73137,Entire home/apt,2409,1,10,2021-08-24,0.91,6,32,10,M130025961
43655678,Near Takadanobaba Sta/long term OK#b11,343260722,Ryo,,Shinjuku Ku,35.71553,139.69773,Entire home/apt,2486,2,0,,,26,347,0,M130025901
43655715,Near Takadanobaba Sta/long term OK#b12,343260722,Ryo,,Shinjuku Ku,35.71341,139.69744,Entire home/apt,2486,2,3,2021-03-04,0.39,26,348,3,M130025902
43655726,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom3,325747621,Sakura,,Toshima Ku,35.73838,139.71406,Private room,3765,1,0,,,18,90,0,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛環き第274号
43655736,Near Takadanobaba Sta/long term OK#b13,343260722,Ryo,,Shinjuku Ku,35.71359,139.69783,Entire home/apt,2486,2,0,,,26,348,0,M130025903
43655748,Near Takadanobaba Sta/long term OK#b14,343260722,Ryo,,Shinjuku Ku,35.71538,139.69706,Entire home/apt,2486,2,3,2021-03-01,0.27,26,348,3,M130025904
43655768,Near Takadanobaba Sta/long term OK#b15,343260722,Ryo,,Shinjuku Ku,35.71561,139.69718,Entire home/apt,2486,2,1,2020-09-06,0.08,26,348,0,M130025905
43655805,Near Takadanobaba Sta/long term OK#b16,343260722,Ryo,,Shinjuku Ku,35.71406,139.69713,Entire home/apt,2486,2,2,2021-01-09,0.30,26,348,2,M130025906
43655864,Near Takadanobaba Sta/long term OK#b17,343260722,Ryo,,Shinjuku Ku,35.71364,139.69841,Entire home/apt,2486,2,1,2020-12-09,0.10,26,348,1,M130025907
43655884,Near Takadanobaba Sta/long term OK#b18,343260722,Ryo,,Shinjuku Ku,35.71376,139.69759,Entire home/apt,2486,2,0,,,26,349,0,M130025908
43655902,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom4,325747621,Sakura,,Toshima Ku,35.73851,139.71596,Private room,3765,1,0,,,18,90,0,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛環き第274号
43655983,Near Takadanobaba Sta/long term OK#b19,343260722,Ryo,,Shinjuku Ku,35.71575,139.69708,Entire home/apt,2486,2,3,2020-11-28,0.23,26,350,1,M130025909
43656009,Near Takadanobaba Sta/long term OK#b20,343260722,Ryo,,Shinjuku Ku,35.7143,139.69734,Entire home/apt,2486,2,3,2020-09-20,0.24,26,323,1,M130025910
43656029,Near Takadanobaba Sta/long term OK#b22,343260722,Ryo,,Shinjuku Ku,35.71403,139.69722,Entire home/apt,2486,2,1,2021-03-04,0.14,26,350,1,M130025913
43656043,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom5,325747621,Sakura,,Toshima Ku,35.73839,139.71393,Private room,3765,1,3,2021-07-09,0.93,18,90,3,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛環き第274号
43656058,Near Takadanobaba Sta/long term OK#b23,343260722,Ryo,,Shinjuku Ku,35.71546,139.69726,Entire home/apt,2486,2,1,2021-03-30,0.16,26,351,1,M130025914
43656074,Near Takadanobaba Sta/long term OK#b32,343260722,Ryo,,Shinjuku Ku,35.71362,139.69915,Entire home/apt,2486,2,1,2021-02-19,0.13,26,353,1,M130024941
43656127,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom6,325747621,Sakura,,Toshima Ku,35.7384,139.71587,Private room,3765,1,0,,,18,0,0,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛環き第274号
43656210,Near Takadanobaba Sta/long term OK#b33,343260722,Ryo,,Shinjuku Ku,35.71362,139.69876,Entire home/apt,2486,2,3,2021-03-09,0.31,26,347,3,M130025787
43656241,Near Takadanobaba Sta/long term OK#b50,343260722,Ryo,,Shinjuku Ku,35.71554,139.69925,Entire home/apt,2486,2,3,2021-09-16,0.49,26,278,3,M130025790
43656274,Near Takadanobaba Sta/long term OK#b51,343260722,Ryo,,Shinjuku Ku,35.71563,139.69848,Entire home/apt,2486,2,1,2021-03-27,0.16,26,353,1,M130025791
43656305,Near Takadanobaba Sta/long term OK#b52,343260722,Ryo,,Shinjuku Ku,35.71566,139.6978,Entire home/apt,2486,2,0,,,26,353,0,M130025793
43656447,匯家・北池袋 Tatami style private bathroom 201,325747621,Sakura,,Toshima Ku,35.73916,139.71446,Entire home/apt,4126,1,2,2021-07-05,0.17,18,1,2,M130025476
43656496,Near Takadanobaba Sta/long term OK#b53,343260722,Ryo,,Shinjuku Ku,35.71557,139.69746,Entire home/apt,2486,2,5,2021-03-20,0.71,26,288,5,M130025794
43656564,Near Takadanobaba Sta/long term OK#b54,343260722,Ryo,,Shinjuku Ku,35.71578,139.69719,Entire home/apt,2486,2,0,,,26,332,0,M130025796
43656589,Near Takadanobaba Sta/long term OK#b55,343260722,Ryo,,Shinjuku Ku,35.71552,139.69791,Entire home/apt,2486,2,1,2021-09-19,1,26,354,1,M130025798
43657057,渋谷之星入谷館,111999576,Shibuya Star,,Taito Ku,35.71991,139.79031,Entire home/apt,15000,1,0,,,7,361,0,Hotels and Inns Business Act | 台東保健所 | 2台台健生環き第10012号
43657618,Near Takadanobaba Sta/long term OK#b56,343260629,髙木,,Shinjuku Ku,35.71424,139.69929,Entire home/apt,2486,2,11,2021-08-10,1.00,25,274,11,M130025799
43658047,Near Takadanobaba Sta/long term OK#b57,343260629,髙木,,Shinjuku Ku,35.7143,139.69928,Entire home/apt,2486,2,2,2021-08-31,0.16,25,355,2,M130025802
43658140,Near Takadanobaba Sta/long term OK#b58,343260629,髙木,,Shinjuku Ku,35.71487,139.69905,Entire home/apt,2486,2,1,2020-09-15,0.08,25,355,0,M130025803
43658901,匯家・北池袋 Tatami style private bathroom 202,325747621,Sakura,,Toshima Ku,35.73826,139.71588,Private room,3529,1,2,2020-11-16,0.17,18,90,2,M130025477
43659056,匯家・北池袋 Tatami style private bathroom 203,325747621,Sakura,,Toshima Ku,35.73879,139.71569,Private room,3647,1,1,2021-05-30,0.24,18,90,1,M130025478
43668367,匯家・北池袋 Tatami style private bathroom 301,325747621,Sakura,,Toshima Ku,35.7373,139.71585,Private room,3647,1,0,,,18,90,0,M130025480
43668505,匯家・北池袋 Tatami style private bathroom 302,325747621,Sakura,,Toshima Ku,35.737,139.7143,Private room,3529,1,3,2021-08-13,0.29,18,89,3,M130025481
43668671,匯家・北池袋 Tatami style private bathroom 303,325747621,Sakura,,Toshima Ku,35.73877,139.71423,Private room,3647,1,1,2021-01-21,0.12,18,90,1,M130025482
43668749,Uhome 蕗 · 南大塚一戸建,73463626,Feng,,Toshima Ku,35.72859,139.72744,Entire home/apt,22000,1,80,2021-04-19,5.73,42,63,70,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第276号
43668880,R201 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64736,139.71779,Entire home/apt,10000,2,4,2020-08-03,0.28,22,180,0,M130016426
43668929,R301 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64739,139.72016,Entire home/apt,10000,2,3,2020-09-09,0.19,22,180,0,M130016429
43668962,"【GotoTravel】R401  Ebisu , Free Wifi!",320467240,Win-Win,,Shibuya Ku,35.64729,139.7185,Entire home/apt,10000,2,4,2020-08-20,0.28,22,180,0,M130016432
43668986,【GotoTravel】R501 Ebisu Free Wifi!,320467240,Win-Win,,Shibuya Ku,35.64695,139.71934,Entire home/apt,10000,2,3,2020-09-30,0.21,22,180,2,M130016434
43669017,R102 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64768,139.71997,Entire home/apt,10000,2,8,2020-11-04,0.51,22,165,2,M130016425
43669078,R202 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64713,139.71857,Entire home/apt,10000,2,3,2020-11-21,0.20,22,180,2,M130016428
43669145,R302 【GotoTravel】Cozy Apt at Ebisu for 2,320467240,Win-Win,,Shibuya Ku,35.64722,139.7201,Entire home/apt,10000,2,7,2020-08-02,0.46,22,180,1,M130016430
43669185,【GotoTravel】R402  Ebisu  Free Wifi!,320467240,Win-Win,,Shibuya Ku,35.64785,139.71786,Entire home/apt,10000,2,3,2020-10-21,0.20,22,180,2,M130016433
43669217,【GotoTravel】R502 Ebisu Free Wifi!,320467240,Win-Win,,Shibuya Ku,35.64692,139.71863,Entire home/apt,10000,2,4,2020-09-28,0.27,22,180,2,M130016436
43669453,2-floor big house rental / 4 min from station,348767403,Hiro,,Sumida Ku,35.73146,139.81805,Entire home/apt,4943,2,29,2021-08-31,2.00,1,84,25,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第435号
43702959,【閉館半額セール】THE GRATIAS TOKYO SKY TREE Ⅱ201,347835511,Gratias02,,Sumida Ku,35.71579,139.8106,Entire home/apt,20000,1,4,2020-10-05,0.26,2,0,1,Hotels and Inns Business Act | 東京都墨田区保健所 | ２墨福衛生環第１６２号
43703008,【閉館半額セール】THE GRATIAS TOKYO SKY TREE Ⅱ301,347835511,Gratias02,,Sumida Ku,35.71604,139.8104,Entire home/apt,20000,1,17,2020-09-28,1.12,2,0,2,Hotels and Inns Business Act | 東京都墨田区保健所 | ２墨福衛生環第１６４号
43704082,1min walk→Sta.Near Shinjuku+free WIFI. Single,348274120,Takayasu,,Shinjuku Ku,35.68835,139.71971,Private room,5000,1,6,2021-05-16,0.49,6,180,6,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号
43704414,1min walk→Sta.Near Shinjuku+TV・WIFI 6ppl,348274120,Takayasu,,Shinjuku Ku,35.6883,139.71967,Private room,8000,1,5,2020-11-11,0.70,6,178,5,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号 
43704734,"Ueno spacious apartment, 10%weekly 20%monthly off",130366873,Jenny,,Taito Ku,35.71449,139.78161,Entire home/apt,36000,1,1,2021-01-20,0.12,4,88,1,M130004873
43704935,1min walk→Sta.Near Shinjuku+TV・WIFI 6ppl,348274120,Takayasu,,Shinjuku Ku,35.68831,139.71974,Private room,8000,1,1,2020-12-30,0.11,6,176,1,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号
43716904,【Male Only】 Katama Ⅰ/20min to Haneda Apt,247326938,Pqd Inc Ⅱ,,Ota Ku,35.56136,139.70647,Private room,2000,1,33,2020-10-30,2.32,26,182,27,Hotels and Inns Business Act | 大田区保健所長 | 保生環第0063号
43717108,Standard,202912509,Trunk(Stay),,Shibuya Ku,35.66415,139.70377,Private room,31933,1,0,,,8,128,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717140,Standard+Balcony,202912509,Trunk(Stay),,Shibuya Ku,35.6646,139.70421,Private room,35426,1,0,,,8,126,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717183,Standard Wide + Balcony,202912509,Trunk(Stay),,Shibuya Ku,35.6646,139.70421,Private room,41414,1,0,,,8,125,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717231,Standard＋Loft,202912509,Trunk(Stay),,Shibuya Ku,35.66421,139.70375,Private room,50894,1,0,,,8,126,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717273,Balcony Junior Suite,202912509,Trunk(Stay),,Shibuya Ku,35.6642,139.70377,Private room,107110,1,0,,,8,126,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717297,Living Suite,202912509,Trunk(Stay),,Shibuya Ku,35.66418,139.70381,Private room,112931,1,0,,,8,128,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717328,Dinning Suite,202912509,Trunk(Stay),,Shibuya Ku,35.66415,139.70381,Private room,136216,1,0,,,8,127,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717354,Terrace Suite,202912509,Trunk(Stay),,Shibuya Ku,35.6646,139.70421,Private room,491568,1,0,,,8,122,0,Hotels and Inns Business Act | 東京都渋谷保健所 | 28渋保生環旅第13号
43717419,1min walk→Sta.Near Shinjuku+TV・WIFI 6ppl,348274120,Takayasu,,Shinjuku Ku,35.68832,139.71971,Private room,8000,1,5,2021-08-08,0.53,6,178,5,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号
43717421,1min walk→Sta.Near Shinjuku+TV・WIFI 6ppl,348274120,Takayasu,,Shinjuku Ku,35.68834,139.71973,Private room,8000,1,24,2021-03-29,1.88,6,178,22,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号
43717754,★割引有月额11万★Asakusa Sika Hotel 浅草・鹿ホテル Suite 205,49124251,Yurie友里恵,,Taito Ku,35.71773,139.79185,Private room,8999,1,1,2021-08-22,0.75,39,89,1,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第38号
43718166,NEW⭐︎max2⭐︎MeguroRiver⭐︎Harajuku/Shibuya/Ebisu⭐︎,298230439,Makoto,,Meguro Ku,35.63193,139.70879,Entire home/apt,4838,1,13,2021-09-27,0.86,4,169,8,Hotels and Inns Business Act | 目黒区保健所長 | 目健衛環き第10号
43718335,★割引有月7万★Asakusa Sika Hotel no window twin room 502,49124251,Yurie友里恵,,Taito Ku,35.7189,139.79186,Private room,6999,1,1,2021-09-15,1,39,90,1,Hotels and Inns Business Act | 東京都台東区 | 30台台健生環き第328号
43718360,★割引有月7万★Asakusa Sika Hotel no window twin room 602,49124251,Yurie友里恵,,Taito Ku,35.71867,139.79392,Private room,6999,1,2,2021-07-24,0.18,39,90,2,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第328号
43718549,★割引有月额8万★Asakusa Sika Hotel 浅草鹿ホテル Street View 203,49124251,Yurie友里恵,,Taito Ku,35.71731,139.79262,Private room,7999,1,1,2020-08-25,0.07,39,89,0,Hotels and Inns Business Act | 東京都台東区 | 30台台健生環き第328号
43718572,★割引有月额9万★Asakusa Sika Hotel  浅草・鹿ホテル City View 601,49124251,Yurie友里恵,,Taito Ku,35.71705,139.79389,Private room,8999,1,3,2021-04-05,0.31,39,60,3,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第328号
43718604,1min walk→Sta.Near Shinjuku+TV・WIFI 6ppl,348274120,Takayasu,,Shinjuku Ku,35.68831,139.7197,Private room,8000,1,21,2021-08-17,1.67,6,178,19,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第151号
43718622,★割引有月額14万★Asakusa Sika Hotel  浅草・鹿ホテル Tatami 802,49124251,Yurie友里恵,,Taito Ku,35.71884,139.79221,Private room,9599,1,0,,,39,90,0,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第328号
43718821,★割引有月額14万★Asakusa Sika Hotel 浅草・鹿ホテル Tatami 801,49124251,Yurie友里恵,,Taito Ku,35.71816,139.79305,Private room,9599,1,1,2020-11-16,0.09,39,89,1,Hotels and Inns Business Act | 東京都台東区保健所 | 30台台健生環き第328号
43729829,【Male Only】Ruma INN Kamata/20min to Haneda Apt,247326938,Pqd Inc Ⅱ,,Ota Ku,35.56135,139.70644,Private room,1200,1,13,2021-09-13,0.96,26,361,12,Hotels and Inns Business Act | 大田区保健所長 | 保生環第0062号
43729974,【Male Only】10min.from Haneda Airport,247326938,Pqd Inc Ⅱ,,Ota Ku,35.55226,139.7422,Private room,1886,1,39,2021-06-18,3.67,26,353,36,Hotels and Inns Business Act | 大田区保健所保健所長 | 保生環第0061号
43729994,"高輪/ルーフトップ/品川,羽田,六本木,銀座アクセス良/閑静/おしゃれ/改装済/大人の/高級ベッド",349393286,林,,Minato Ku,35.63856,139.73433,Private room,14129,1,32,2021-05-05,2.33,1,89,28,Hotels and Inns Business Act | 東京みなと保健所 | 31港み生環き第224号
43730735,7 min sta./Shinokubo/1-3ppl/free wifi@funhouse101,276743277,Jana,,Shinjuku Ku,35.70344,139.70261,Entire home/apt,4000,14,3,2021-06-22,0.25,10,168,3,M130021677
43731033,7 min sta./Shinokubo/2-4ppl/free wifi@funhouse102,276743277,Jana,,Shinjuku Ku,35.70529,139.70424,Entire home/apt,4000,14,8,2021-04-10,0.58,10,142,5,M130021678
43744546,008-101 Kamata/10mins to Haneda airport by train！,74944276,Miwa,,Ota Ku,35.56317,139.73134,Entire home/apt,6571,2,5,2021-09-18,0.36,11,170,4,
43744569,葛西駅徒歩6分‼︎キッチン付き新築デザイナーズホテル。ディズニー、空港までバス１本。,349439108,7 Rooms Hotel & Cafe,,Edogawa Ku,35.66681,139.86987,Private room,21086,1,43,2020-08-20,3.07,3,269,17,Hotels and Inns Business Act | 東京都　江戸川保健所 | 20江衛環01第23号
43747927,7min walk from Ryogoku station♪ 6 ppl max!,343838705,Yutarou,,Sumida Ku,35.69449,139.80383,Private room,12000,1,0,,,3,364,0,Hotels and Inns Business Act | 墨田区保健所長 西塚 至 | ３１墨福衛生環第３０４号
43758125,【語舎】102・7 mins from JR “Oji ”station,292109837,Amber,,Kita Ku,35.75168,139.73462,Private room,3000,1,0,,,16,90,0,M130024712
43759298,floor chartered OHANA TOKYO HOUSE 3rd floor 4rooms,91758240,Maiko,,Adachi Ku,35.78184,139.76035,Entire home/apt,13071,1,1,2020-07-12,0.07,15,179,0,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
43759307,Go To対象物件【ll Cielo押上】グランピングモチーフ!大画面で映画観賞会！駅徒歩4分,349704049,Chika,,Sumida Ku,35.70541,139.81596,Private room,42143,1,64,2021-07-17,4.30,3,86,55,M130025167
43760346,"②NEW StudioAPT,SHIBUYA/SHINJUKU/SHIMOKITA,FreeWiFi",42244167,Hiro,,Setagaya Ku,35.66567,139.655,Entire home/apt,2700,1,59,2021-04-19,4.37,25,180,52,Hotels and Inns Business Act | 東京都世田谷保健所 | 2世保生環き第15号
43770901,Twin Room,349703336,Time Sharing Stay,,Taito Ku,35.71612,139.79471,Private room,3096,1,10,2021-04-20,0.69,8,269,5,Hotels and Inns Business Act | 東京都台東区台東保健所 | 2台台健生環き第10003号
